time_slots,overall_evaluation,name,semester,expected_participants,lecturers,maximum_participants,replies,line_code,minimum_participants,job_evaluation,language,ects_points,line_of_studies,programme,time_evaluation
"[{'room': '43-2.29', 'day': 'Torsdag', 'time_slot': '09.30-12.00', 'type': 'Forelæsning'}, {'room': '43-2.29', 'day': 'Torsdag', 'time_slot': '13.00-15.30', 'type': 'Forelæsning'}]",5.0,Interactive Systems and Project Management,Efterår 2005,30,['Lars Bogetoft'],200,0.25,KTIT,10,4.0,Dansk,750,cand.it. tværfaglig it-udvikling (tit),KTIT,3.0
"[{'room': '4A14', 'day': 'Onsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Onsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.16,Introduction to Algorithms and Data Structures,Efterår 2005,30,"['Anna Östlin Pagh', 'Andrzej Wasowski']",140,0.59375,KSWU,0,4.47,Engelsk,750,cand.it. softwareudvikling (swu),KSWU,4.74
"[{'room': 'Auditorium 4', 'day': 'Mandag', 'time_slot': '13.30-16.00', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58', 'day': 'Mandag', 'time_slot': '16.00-18.30', 'type': 'Øvelser'}]",5.16,Introduction to Databases,Efterår 2005,60,['Rasmus Pagh'],120,0.5,KINT,0,5.04,Engelsk,750,cand.it. internet- og softwareteknologi (int),KINT,3.92
"[{'room': 'Auditorium 4', 'day': 'Torsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58', 'day': 'Torsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",5.2,Introduction to Programming - Concepts and Tools,Efterår 2005,35,"['Jens Christian Godskesen', 'Nina Bohr']",200,0.36585365853658536,KINT,0,5.2,Engelsk,750,cand.it. internet- og softwareteknologi (int),KINT,3.53
"[{'room': '2A14', 'day': 'Fredag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A54, 4A56', 'day': 'Fredag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.26,Introductory Programming,Efterår 2005,75,['Martin Lillholm'],100,0.59375,KSWU,0,4.42,Dansk,750,cand.it. softwareudvikling (swu),KSWU,4.68
"[{'room': '4A16', 'day': 'Onsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A16', 'day': 'Onsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.92,IT Project Management and Software Products,Efterår 2005,30,['Claus Seeberg Friis'],40,0.3333333333333333,KSWU,0,5.0,Dansk,750,cand.it. softwareudvikling (swu),KSWU,2.67
"[{'room': '43-2.43', 'day': 'Mandag', 'time_slot': '09.30-12.00', 'type': 'Forelæsning'}, {'room': '43-2.43', 'day': 'Mandag', 'time_slot': '13.00-15.30', 'type': 'Forelæsning'}]",6.0,Language Engineering with Java and XML,Efterår 2005,30,['John Gallagher'],200,0.5,KTIT,10,5.0,Engelsk,750,cand.it. tværfaglig it-udvikling (tit),KTIT,3.0
"[{'room': 'Auditorium 2', 'day': 'Mandag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': 'Multimedielab, 4A54, 4A56, 4A58', 'day': 'Mandag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.69,Media and Communication,Efterår 2005,70,['Charlie Breindahl'],100,0.4794520547945205,KDKM,0,4.26,Dansk,750,cand.it. design kommunikation og medier (dkm),KDKM,3.69
"[{'room': '43-2.29', 'day': 'Mandag', 'time_slot': '09.30-12.00', 'type': 'Forelæsning'}, {'room': '43-2.29', 'day': 'Mandag', 'time_slot': '13.00-15.30', 'type': 'Forelæsning'}]",6.0,Object Oriented Programming,Efterår 2005,40,['Keld Helsgaun'],200,0.3333333333333333,KTIT,10,6.0,Dansk,750,cand.it. tværfaglig it-udvikling (tit),KTIT,5.0
"[{'room': '3A14', 'day': 'Fredag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '3A14, 2A40, 2A42, 3A40, 3A42, 3A58, 3A60', 'day': 'Fredag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",2.89,Object Oriented Software Engineering,Efterår 2005,35,['Eva Trosborg'],60,0.5,KSWU,0,5.22,Engelsk,750,cand.it. softwareudvikling (swu),KSWU,4.11
"[{'room': 'Auditorium 4', 'day': 'Tirsdag', 'time_slot': '13.30-16.00', 'type': 'Forelæsning'}, {'room': '4A56, 4A58', 'day': 'Tirsdag', 'time_slot': '16.00-18.30', 'type': 'Øvelser'}]",4.88,Object-oriented Programming,Efterår 2005,65,"['Kasper Østerbye', 'Carsten Schürmann']",100,0.3541666666666667,KSWU,0,4.88,Engelsk,750,cand.it. softwareudvikling (swu),KSWU,4.06
"[{'room': '4A14', 'day': 'Tirsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A14', 'day': 'Tirsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.69,P1 National Internet Law,Efterår 2005,30,"['Christina Tvarnø', 'Kim Frost']",50,0.65,KEBUSS,15,4.69,Dansk,750,cand.it. e-business (ebuss),KEBUSS,3.35
"[{'room': '2A14, 2A52', 'day': 'Torsdag', 'time_slot': '16.00-18.30', 'type': 'Forelæsning'}, {'room': '2A14, 2A52', 'day': 'Torsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}]",5.89,P5 Legal Aspects of Starting Up an IT Business,Efterår 2005,20,"['Jan Trzaskowski', 'Søren Sandfeld Jakobsen', 'Christina Tvarnø']",30,0.45,KEBUSS,15,5.89,Dansk,750,cand.it. e-business (ebuss),KEBUSS,4.89
"[{'room': '2A14', 'day': 'Tirsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A54, 4A56', 'day': 'Tirsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.06,Process and Data Modelling,Efterår 2005,30,"['Jens Christian Godskesen', 'Thomas Hildebrandt', 'Signe Ellegård Borch', 'Yvonne Dittrich']",80,0.7391304347826086,KINT,0,4.12,Engelsk,750,cand.it. internet- og softwareteknologi (int),KINT,2.59
"[{'room': '3A14', 'day': 'Torsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A54, 4A56', 'day': 'Torsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.0,T0 Applied Network and Operating System Concepts,Efterår 2005,30,['Damien Bright'],45,0.4473684210526316,KEBUSS,15,3.24,Engelsk,750,cand.it. e-business (ebuss),KEBUSS,3.59
"[{'room': '2A18, 2A52', 'day': 'Tirsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A18, 2A52', 'day': 'Tirsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.86,T3 HCI Human and Technology,Efterår 2005,20,"['Rikke Ørngreen', 'Lene Nielsen']",30,0.7,KEBUSS,15,4.21,Dansk,750,cand.it. e-business (ebuss),KEBUSS,3.93
"[{'room': '3A12, 4A58', 'day': 'Torsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A58', 'day': 'Torsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.93,T6 IT-Security,Efterår 2005,20,['Freddie Drewsen'],35,0.42424242424242425,KEBUSS,15,4.71,Dansk,750,cand.it. e-business (ebuss),KEBUSS,3.21
"[{'room': '2A14', 'day': 'Mandag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Mandag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.25,T9 Business programming with the .NET framework,Efterår 2005,30,['Peter Villadsen'],35,0.4,KEBUSS,15,5.33,Engelsk,750,cand.it. e-business (ebuss),KEBUSS,4.92
"[{'room': '2A14', 'day': 'Torsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Torsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.26,Target Group Analysis,Efterår 2005,40,['Pernille Karen Rosengaard Eisenhardt'],40,0.6216216216216216,KDKM,0,5.09,Dansk,750,cand.it. design kommunikation og medier (dkm),KDKM,4.04
"[{'room': 'Multimedielab', 'day': 'Tirsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': 'Multimedielab', 'day': 'Tirsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.5,3D Beginner,Forår 2006,35,['Anette Kreutzberg'],35,0.2857142857142857,KDKM,0,5.1,Dansk,750,cand.it. design kommunikation og medier (dkm),KDKM,3.3
"[{'room': '3A14', 'day': 'Mandag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '3A14', 'day': 'Mandag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.0,Advanced Database Technology,Forår 2006,20,"['Rasmus Pagh', 'Srinivasa Rao Satti']",100,0.30434782608695654,KINT,0,5.0,Engelsk,750,cand.it. internet- og softwareteknologi (int),KINT,4.43
"[{'room': '3A14', 'day': 'Lørdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '3A14', 'day': 'Lørdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.67,Advanced IT Project Management,Forår 2006,30,"['Jan Pries-Heje', 'Lene Pries-Heje']",34,0.3103448275862069,KSWU,0,5.33,Dansk,750,cand.it. softwareudvikling (swu),KSWU,3.11
"[{'room': 'Aud 3 (2A56)', 'day': 'Tirsdag', 'time_slot': '13.30-16.00', 'type': 'Forelæsning'}, {'room': '3A50, 3A52', 'day': 'Tirsdag', 'time_slot': '16.00-18.30', 'type': 'Øvelser'}]",5.4,Advanced Object-oriented Programming,Forår 2006,55,"['Kasper Østerbye', 'Anders Hessellund']",100,0.3508771929824561,KSWU,0,5.25,Engelsk,750,cand.it. softwareudvikling (swu),KSWU,3.95
"[{'room': '2A20', 'day': 'Fredag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Fredag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.75,AI in Game Programming,Forår 2006,30,"['Dan Witzner Hansen', 'Marco Loog']",100,0.3333333333333333,KMTG,0,4.38,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,3.88
"[{'room': '\t2A14', 'day': 'Tirsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': 'Gamelab (0A27)', 'day': 'Tirsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.62,Computer Game Theory,Forår 2006,25,['Espen Aarseth'],50,0.37142857142857144,KMTG,0,5.08,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,3.23
"[{'room': '3A12', 'day': 'Torsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '3A50, 3A52', 'day': 'Torsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",4.79,Database Systems,Forår 2006,45,"['Rasmus Pagh', 'Esben Rune Hansen']",65,0.3114754098360656,KSWU,0,5.11,Dansk,750,cand.it. softwareudvikling (swu),KSWU,3.63
"[{'room': '3A12', 'day': 'Tirsdag', 'time_slot': '13.30-16.00', 'type': 'Forelæsning'}, {'room': '3A14, 3A18', 'day': 'Tirsdag', 'time_slot': '16.00-18.30', 'type': 'Øvelser'}]",4.94,Design of User Interfaces and Data,Forår 2006,40,['Søren Lauesen'],60,0.34615384615384615,KSWU,0,4.61,Dansk,750,cand.it. softwareudvikling (swu),KSWU,3.89
"[{'room': 'Aud 4 (4A60)', 'day': 'Tirsdag', 'time_slot': '13.30-16.00', 'type': 'Forelæsning'}, {'room': '4A16, 4A44, 4A46, 4A62, 4A64', 'day': 'Tirsdag', 'time_slot': '16.00-18.30', 'type': 'Øvelser'}]",4.72,Digital Aesthetic and Communication,Forår 2006,62,['Susana Pajares Tosca'],80,0.35294117647058826,KDKM,0,4.22,Dansk,750,cand.it. design kommunikation og medier (dkm),KDKM,4.83
"[{'room': '3A12', 'day': 'Onsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': 'Gamelab (0A27)', 'day': 'Onsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.33,Game development,Forår 2006,35,['Jan Rune Holmevik'],40,0.32432432432432434,KMTG,0,4.33,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,3.42
"[{'room': '3A18', 'day': 'Torsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '3A50', 'day': 'Torsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.5,Game Programming,Forår 2006,50,['Kim Steenstrup Pedersen'],80,0.7272727272727273,KMTG,0,5.25,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,3.88
"[{'room': '3A14', 'day': 'Fredag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '3A52', 'day': 'Fredag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.0,Image and Signal Processing,Forår 2006,25,"['Mads Nielsen', 'Arish Asif Qazi', 'David Karl John Gustafsson']",50,0.05,KMTG,0,2.0,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,4.0
"[{'room': 'Aud 3 (2A56)', 'day': 'Onsdag', 'time_slot': '13.30-16.00', 'type': 'Forelæsning'}, {'room': '2A18, 2A20, 4A16, 4A20', 'day': 'Onsdag', 'time_slot': '16.00-18.30', 'type': 'Forelæsning'}]",5.17,Interaction Design,Forår 2006,70,['Dixi Louise Strand'],130,0.375,KDKM,0,5.28,Dansk,750,cand.it. design kommunikation og medier (dkm),KDKM,4.06
"[{'room': '2A14', 'day': 'Onsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Onsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.5,Introduction to Algorithms and Data Structures,Forår 2006,35,"['Anna Östlin Pagh', 'Andrzej Wasowski']",140,0.4444444444444444,KSWU,0,5.17,Engelsk,750,cand.it. softwareudvikling (swu),KSWU,5.08
"[{'room': 'Aud 3 (2A56)', 'day': 'Torsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': 'Gamelab (0A27), Multimedielab (0A17)', 'day': 'Torsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.67,Introduction to Game Design,Forår 2006,60,['Jesper Juul'],60,0.41379310344827586,KMTG,0,5.58,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,4.75
"[{'room': '4A56, 4A58', 'day': 'Mandag', 'time_slot': '09.00-12.00', 'type': 'Øvelser'}, {'room': 'Aud 2 (0A35)', 'day': 'Mandag', 'time_slot': '13.00-16.00', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58', 'day': 'Mandag', 'time_slot': '16.00-18.30', 'type': 'Øvelser'}]",5.43,Introductory Programming,Forår 2006,75,"['Thomas Hildebrandt', 'Martin Lillholm']",120,0.25842696629213485,KSWU,0,5.09,Engelsk,750,cand.it. softwareudvikling (swu),KSWU,4.17
"[{'room': '4A20', 'day': 'Tirsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A20', 'day': 'Tirsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.67,IT Project Management and Software Products,Forår 2006,30,['Claus Seeberg Friis'],40,0.35294117647058826,KSWU,0,5.5,Dansk,750,cand.it. softwareudvikling (swu),KSWU,3.33
"[{'room': '2A12', 'day': 'Tirsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A12', 'day': 'Tirsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.83,Location Based Mobile Applications,Forår 2006,40,"['Kjeld Schmidt', 'Anna Vallgårda']",50,0.2,KINT,0,4.67,Engelsk,750,cand.it. internet- og softwareteknologi (int),KINT,3.5
"[{'room': 'Aud 4 (4A60)', 'day': 'Mandag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A54, 4A58', 'day': 'Mandag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.06,Media and Communication,Forår 2006,70,['Charlie Breindahl'],100,0.40476190476190477,KDKM,0,4.59,Dansk,750,cand.it. design kommunikation og medier (dkm),KDKM,3.06
"[{'room': '2A20', 'day': 'Onsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Onsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",3.0,Multimedia Programming,Forår 2006,30,"['Sune Høgild Keller', 'Francois Bernard Lauze']",80,0.05555555555555555,KMTG,0,3.0,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,1.0
"[{'room': 'Aud 4 (4A60)', 'day': 'Onsdag', 'time_slot': '13.30-16.00', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58', 'day': 'Onsdag', 'time_slot': '16.00-18.30', 'type': 'Øvelser'}]",5.2,Networks and Protocols,Forår 2006,70,"['Jens Christian Godskesen', 'Rune Møller Jensen', 'Tarik Hadzic']",120,0.29411764705882354,KINT,0,4.6,Engelsk,750,cand.it. internet- og softwareteknologi (int),KINT,4.07
"[{'room': '4A14', 'day': 'Tirsdag', 'time_slot': '13.30-16.00', 'type': 'Forelæsning'}, {'room': '4A54, 4A56', 'day': 'Tirsdag', 'time_slot': '16.00-18.30', 'type': 'Øvelser'}]",5.46,Object-oriented Programming,Forår 2006,65,['Carsten Schürmann'],150,0.34210526315789475,KSWU,0,5.69,Engelsk,750,cand.it. softwareudvikling (swu),KSWU,3.38
"[{'room': '43-2.29', 'day': 'Onsdag', 'time_slot': '09.30-12.00', 'type': 'Forelæsning'}, {'room': '43-2.29', 'day': 'Onsdag', 'time_slot': '13.00-15.30', 'type': 'Øvelser'}]",6.0,Paradigms of Programming,Forår 2006,10,['Henning Christiansen'],200,0.3333333333333333,KTIT,10,6.0,Dansk,750,cand.it. tværfaglig it-udvikling (tit),KTIT,3.0
"[{'room': '3A14', 'day': 'Torsdag', 'time_slot': '13.30-16.00', 'type': 'Forelæsning'}, {'room': '3A40, 3A42, 3A58, 3A60, 4A44, 4A46, 4A62, 4A64', 'day': 'Torsdag', 'time_slot': '16.00-18.30', 'type': 'Øvelser'}]",5.33,Participatory Design,Forår 2006,20,['Finn Kensing'],40,0.5526315789473685,KSWU,0,5.24,Dansk,750,cand.it. softwareudvikling (swu),KSWU,4.76
"[{'room': '4A14', 'day': 'Tirsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '4A56, 4A58', 'day': 'Tirsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",4.71,Process and Data Modelling,Forår 2006,30,"['Jens Christian Godskesen', 'Thomas Hildebrandt', 'Yvonne Dittrich', 'Steen Brahe', 'Signe Ellegård Borch']",80,0.22580645161290322,KINT,0,4.71,Engelsk,750,cand.it. internet- og softwareteknologi (int),KINT,3.0
"[{'room': '3A14', 'day': 'Onsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': 'Multimedialab (0A17)', 'day': 'Onsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.22,Serious Design,Forår 2006,0,['Cynthia Haynes'],40,0.375,KDKM,0,4.67,Engelsk,750,cand.it. design kommunikation og medier (dkm),KDKM,3.44
"[{'room': '2A14', 'day': 'Torsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Torsdag', 'time_slot': '13.00-16.00', 'type': 'Øvelser'}]",5.71,Target Group Analysis,Forår 2006,40,['Pernille Karen Rosengaard Eisenhardt'],40,0.4375,KDKM,0,5.36,Dansk,750,cand.it. design kommunikation og medier (dkm),KDKM,4.64
"[{'room': 'Aud 3 (2A56)', 'day': 'Torsdag', 'time_slot': '13.30-16.00', 'type': 'Forelæsning'}, {'room': 'Multimedielab (0A17), Gamelab (0A27), 3A52, 3A54 (i februar og april), 4A56 (i marts)', 'day': 'Torsdag', 'time_slot': '16.00-18.30', 'type': 'Øvelser'}]",5.0,Web Design and Web Communication,Forår 2006,80,"['Lisbeth Klastrup', 'Gitte Stoltenberg']",120,0.3780487804878049,KDKM,0,5.13,Dansk,750,cand.it. design kommunikation og medier (dkm),KDKM,4.94
"[{'room': '2A18', 'day': 'Mandag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A18', 'day': 'Mandag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.6,Advanced IT Project Management and Software Engineering,Efterår 2006,25,['Yvonne Dittrich'],100,0.3125,KSWU,0,4.8,Engelsk,750,cand.it. softwareudvikling (swu),KSWU,4.0
"[{'room': '3A12 - teaching takes place 9-11', 'day': 'Tirsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}]",5.83,Advanced Models and Programs,Efterår 2006,5,"['Kasper Østerbye', 'Lars Birkedal', 'Carsten Schürmann', 'Peter Sestoft']",10,1.0,KSDT,0,4.67,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.83
"[{'room': 'Aud. 4 (4A60)', 'day': 'Mandag', 'time_slot': '13.30-15.30', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58', 'day': 'Mandag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",5.32,Advanced Object Oriented Programming,Efterår 2006,55,"['Kasper Østerbye', 'Sébastien Denis Régis Vaucouleur']",100,0.3055555555555556,KSDT,0,5.45,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.68
"[{'room': '3A18', 'day': 'Mandag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A50', 'day': 'Mandag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': '3A18', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A50', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.75,AI in Game Programming,Efterår 2006,50,"['Mads Nielsen', 'Marco Loog', 'David Karl John Gustafsson']",80,0.7272727272727273,KMTG,0,5.0,Engelsk,1500,cand.it. medieteknologi og spil (mtg),KMTG,4.38
"[{'room': 'Aud. 4 (4A60)', 'day': 'Tirsdag', 'time_slot': '17.00-19.00', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58', 'day': 'Tirsdag', 'time_slot': '19.00-21.00', 'type': 'Øvelser'}]",4.5,Database Systems,Efterår 2006,45,"['Rasmus Pagh', 'Esben Rune Hansen']",65,0.2962962962962963,KSDT,0,4.94,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.62
"[{'room': '3A18', 'day': 'Torsdag', 'time_slot': '13.30-15.30', 'type': 'Forelæsning'}, {'room': '3A18', 'day': 'Torsdag', 'time_slot': '16.00-18.00', 'type': 'Forelæsning'}]",4.43,Design of User Interfaces and Data,Efterår 2006,40,['Flemming Hedegaard'],60,0.28,KSDT,0,4.57,Dansk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.14
"[{'room': '3A14', 'day': 'Torsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '3A14', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",5.4,Digital Culture: Blog Communication,Efterår 2006,62,['Stine Gotved'],80,0.5555555555555556,KDDK,0,4.6,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.2
"[{'room': 'Aud. 4', 'day': 'Tirsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58', 'day': 'Tirsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': 'Aud. 4', 'day': 'Torsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58', 'day': 'Torsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.86,Digital Media: Communication and Design,Efterår 2006,70,"['Jonas Heide Smith', 'Charlie Breindahl']",100,0.3888888888888889,KDDK,0,5.07,Dansk,1500,cand.it. digital design og kommunikation (ddk),KDDK,4.14
"[{'room': 'Aud. 3', 'day': 'Mandag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A14, 2A20, 3A18, 4A20', 'day': 'Mandag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': 'Aud. 3', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A18, 2A20, 4A20', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.39,Interaction Design and Ethnography,Efterår 2006,70,"['Heather Martin', 'Simona Maschi']",130,0.4307692307692308,KDDK,0,4.21,Engelsk,1500,cand.it. digital design og kommunikation (ddk),KDDK,3.46
"[{'room': 'Multimedielab', 'day': 'Tirsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}]",5.4,Introductory 3D,Efterår 2006,35,['Lise Jensen'],35,0.2,KDDK,0,4.4,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.6
"[{'room': '3A12', 'day': 'Tirsdag', 'time_slot': '13.30-16.00', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58 (uge 38-42) 4A20, 4A22 ', 'day': 'Tirsdag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}, {'room': '3A12', 'day': 'Torsdag', 'time_slot': '13.30-16.00', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58 (uge 38-42) 4A20, 4A22 ', 'day': 'Torsdag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",4.6,Modelling and Design,Efterår 2006,40,"['Søren Lauesen', 'Jens Christian Godskesen', 'Rune Møller Jensen', 'Yvonne Dittrich']",100,0.3488372093023256,KSDT,0,4.6,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.07
"[{'room': '3A12', 'day': 'Mandag', 'time_slot': '13.30-15.30', 'type': 'Forelæsning'}, {'room': '3A50, 3A52', 'day': 'Mandag', 'time_slot': '16.00-18.00', 'type': 'Øvelser'}]",4.25,Object-oriented Programming,Efterår 2006,65,['Carsten Schürmann'],150,0.3076923076923077,KSWU,0,5.17,Engelsk,750,cand.it. softwareudvikling (swu),KSWU,4.75
"[{'room': '2A20', 'day': 'Tirsdag', 'time_slot': '09.00-12.00', 'type': 'Forelæsning'}]",4.44,Organization and technology: Theory and reality,Efterår 2006,0,['Kjeld Schmidt'],25,0.5625,KITO,0,4.44,Dansk,1500,cand.it. it til organisationer (ito),KITO,4.44
"[{'room': '2A14 (første 10 uger), 2A52 (sidste 6 uger)', 'day': 'Onsdag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A14 (første 10 uger), 2A52 (sidste 6 uger)', 'day': 'Onsdag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}, {'room': '2A14 (første 4 uger), 2A52 (sidste 12 uger)', 'day': 'Fredag', 'time_slot': '10.00-12.00', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Fredag', 'time_slot': '13.00-15.00', 'type': 'Øvelser'}]",4.58,Performance and Test,Efterår 2006,20,"['Henrik Reif Andersen', 'Andrzej Wasowski']",80,0.46153846153846156,KSDT,0,4.5,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.5
