time_slots,overall_evaluation,name,semester,expected_participants,lecturers,maximum_participants,replies,line_code,minimum_participants,job_evaluation,language,ects_points,line_of_studies,programme,time_evaluation
[],3.84,Project Cluster: Thesis Preparation - Games,Efterår 2011,20,[],70,0.3958333333333333,KMTG,12,4.62,Engelsk,750,cand.it. medieteknologi og spil (mtg),KMTG,3.94
"[{'room': 'Aud 3', 'day': 'Tirsdag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': 'Aud 3', 'day': 'Tirsdag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}, {'room': 'Aud 3', 'day': 'Torsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'Aud 3', 'day': 'Torsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",4.53,Research Project and Academic Writing,Efterår 2011,80,"['John Paulin Hansen', 'Susana Pajares Tosca', 'Lone Malmborg', 'Tomas Sokoler', 'Elena Nazzi', 'Thomas Pederson', 'Irina Shklovski', 'Gitte Bang Stald', 'Troels Fibæk Bertel', 'Lea Schick', 'Nis Johannsen']",80,0.3392857142857143,BDMD,55,3.89,Dansk,1500,Bachelor i digitale medier og design (bdmd),BDMD,3.84
"[{'room': '2A52', 'day': 'Onsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Onsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",4.92,SF23 Perspectives on e-business,Efterår 2011,25,['Ulrik Vilhelm Falktoft'],45,0.38235294117647056,KEBUSS,15,4.17,Dansk,750,cand.it. e-business (ebuss),KEBUSS,3.0
"[{'room': '3A18', 'day': 'Tirsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '3A18', 'day': 'Tirsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",5.12,Situational Methods for Digital Studies,Efterår 2011,20,['Brit Ross Winthereik'],25,0.4,KDDK,12,4.75,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.12
"[{'room': 'Aud 1', 'day': 'Tirsdag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': 'Aud 4, 3A18, 4A20', 'day': 'Tirsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'Aud 4, 4A14, 4A20', 'day': 'Tirsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",5.65,Society and Technology,Efterår 2011,60,"['Casper Bruun Jensen', 'Laura Watts']",60,0.7017543859649122,BGBI,60,4.75,Engelsk,1500,Bachelor i global virksomhedsinformatik (bgbi),BGBI,3.6
"[{'room': 'Aud 5 (3A12/14)', 'day': 'Mandag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': 'Aud 5 (3A12/14)', 'day': 'Mandag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",4.71,Software Architecture,Efterår 2011,25,['Muhammad Ali Babar'],50,0.5526315789473685,MSOK,15,5.1,Engelsk,750,Master i it softwarekonstruktion (sok),MSOK,3.71
"[{'room': 'Aud 3, 2A52', 'day': 'Torsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}]",2.91,Software Engineering and Software Qualities,Efterår 2011,20,"['Yvonne Dittrich', 'Anne Mette Hass']",70,0.5925925925925926,KSDT,12,4.29,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.12
"[{'room': '4A14', 'day': 'Tirsdag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': '4A14', 'day': 'Tirsdag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",4.78,Strategic Value Creation through Projects,Efterår 2011,12,['Kim Peiter Jørgensen'],30,0.42857142857142855,MORI,12,4.78,Dansk,750,Master i it organisation og implementering (ori),MORI,3.44
"[{'room': '2A14', 'day': 'Fredag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Fredag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}]",4.65,System Architecture and Security,Efterår 2011,20,['Agata Przybyszewska'],40,0.4722222222222222,KSDT,12,5.24,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.76
"[{'room': 'Aud 5 (3A12/14)', 'day': 'Fredag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': 'Aud 5 (3A12/14)', 'day': 'Fredag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",5.18,T1 Introduction to programming and distributed systems,Efterår 2011,35,['Inge-Lise Salomon'],80,0.4857142857142857,KEBUSS,20,5.0,Dansk,750,cand.it. e-business (ebuss),KEBUSS,4.06
"[{'room': '3A18', 'day': 'Torsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '3A18', 'day': 'Torsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",5.14,T15 Design of Business IT,Efterår 2011,25,['Mads Bødker'],25,0.6666666666666666,KEBUSS,25,4.79,Engelsk,750,cand.it. e-business (ebuss),KEBUSS,3.36
"[{'room': '2A52', 'day': 'Tirsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Tirsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",4.14,T16 Smart Phone e-Business Application Development,Efterår 2011,25,['Ravi K. Vatrapu'],40,0.30434782608695654,KEBUSS,25,4.0,Engelsk,750,cand.it. e-business (ebuss),KEBUSS,3.57
"[{'room': 'Aud. 3', 'day': 'Fredag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': 'Aud. 3', 'day': 'Fredag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",4.88,T17 Social Media Analytics,Efterår 2011,25,['Ravi K. Vatrapu'],80,0.3291139240506329,KEBUSS,25,5.0,Engelsk,750,cand.it. e-business (ebuss),KEBUSS,3.42
"[{'room': '4A14', 'day': 'Tirsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '4A54, 4A56', 'day': 'Tirsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",5.17,T6 IT-Security,Efterår 2011,25,['Freddie Drewsen'],40,0.2857142857142857,KEBUSS,20,4.67,Dansk,750,cand.it. e-business (ebuss),KEBUSS,4.17
"[{'room': '4A22', 'day': 'Mandag', 'time_slot': '17.00-18.50', 'type': 'Øvelser'}, {'room': '4A22', 'day': 'Mandag', 'time_slot': '19.00-20.50', 'type': 'Forelæsning'}, {'room': '4A22', 'day': 'Onsdag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': '4A22', 'day': 'Onsdag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",5.29,Understanding Interaction Design,Efterår 2011,12,['Isabel Froes'],25,0.5,MINM,12,4.71,Engelsk,1500,Master i it interaktionsdesign og multimedier (inm),MINM,3.57
"[{'room': '2A14', 'day': 'Torsdag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': '4A56', 'day': 'Torsdag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",5.19,Usability,Efterår 2011,20,['Ole Gregersen'],40,0.41025641025641024,MINM,12,5.25,Dansk,750,Master i it interaktionsdesign og multimedier (inm),MINM,2.62
"[{'room': '4A14', 'day': 'Onsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '4A14, 4A58', 'day': 'Onsdag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': '2A54', 'day': 'Fredag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '2A54', 'day': 'Fredag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}]",5.47,Usability and Accessibility,Efterår 2011,20,"['John Paulin Hansen', 'Rune Nørager']",40,0.5769230769230769,KDDK,12,5.4,Dansk,1500,cand.it. digital design og kommunikation (ddk),KDDK,3.07
"[{'room': 'DesignLab', 'day': 'Tirsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': 'DesignLab', 'day': 'Tirsdag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': '4A14', 'day': 'Torsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '4A14', 'day': 'Torsdag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}]",5.21,User Experience and Prototyping,Efterår 2011,20,['Rilla Khaled'],50,0.5,KMTG,12,5.2,Engelsk,1500,cand.it. medieteknologi og spil (mtg),KMTG,4.07
"[{'room': 'Aud 2', 'day': 'Torsdag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': '3A50, 3A52, 4A54, 4A56', 'day': 'Torsdag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}]",5.3,Web Design and Web Communication group 1,Efterår 2011,60,['Sigurd Trolle Gronemann'],69,0.29411764705882354,KDDK,12,5.6,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.2
"[{'room': 'Aud 3', 'day': 'Torsdag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': 'GameLab, 4A58', 'day': 'Torsdag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",5.47,Web Design and Web Communication group 2,Efterår 2011,50,['Brian Everitt'],50,0.36538461538461536,KDDK,12,5.32,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.89
"[{'room': 'GameLab', 'day': 'Mandag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': 'GameLab', 'day': 'Mandag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",5.0,3D Game Art,Forår 2012,35,['Anette Kreutzberg'],40,0.41935483870967744,KGAMES,12,4.38,Engelsk,750,cand.it. spil (games),KGAMES,3.92
"[{'room': '2A18', 'day': 'Mandag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': '2A50', 'day': 'Mandag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}, {'room': '2A18', 'day': 'Onsdag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': '2A50', 'day': 'Onsdag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}]",5.0,Advanced Models and Programs,Forår 2012,40,"['Joseph Kiniry', 'David Baelde', 'Nicolas Pouillard']",70,0.29411764705882354,KSDT,12,5.2,Engelsk,1500,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.4
"[{'room': 'Aud 3', 'day': 'Onsdag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': 'Aud 3', 'day': 'Onsdag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",2.77,Advanced Software Engineering,Forår 2012,50,['Yvonne Dittrich'],75,0.3013698630136986,MSOK,10,3.19,Engelsk,750,Master i it softwarekonstruktion (sok),MSOK,3.36
"[{'room': 'Aud 2', 'day': 'Torsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'Aud 2', 'day': 'Torsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",4.71,B1 Strategic and tactical tools for e-business,Forår 2012,30,['Rony Medaglia'],70,0.18421052631578946,KEBUSS,20,4.86,Engelsk,750,cand.it. e-business (ebuss),KEBUSS,4.14
"[{'room': '4A14', 'day': 'Fredag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': '4A14', 'day': 'Fredag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",5.56,B19 IT-Strategy,Forår 2012,25,"['Stefan Henningsson', 'Jonas Hedman']",50,0.43243243243243246,KEBUSS,15,5.69,Engelsk,750,cand.it. e-business (ebuss),KEBUSS,3.27
"[{'room': '2A52', 'day': 'Tirsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': '2A52', 'day': 'Tirsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",5.25,B31 The Internet as A Battlefield - Competing With Digital Goods and Services,Forår 2012,35,"['Stefan Henningsson', 'Femi Adisa']",50,0.5,KEBUSS,25,5.06,Engelsk,750,cand.it. e-business (ebuss),KEBUSS,3.31
"[{'room': '4A14', 'day': 'Onsdag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': '4A14, 4A56, 4A58', 'day': 'Onsdag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",5.4,Basic Graphic Design - group 1,Forår 2012,30,['Klaus Bjerager'],30,0.2631578947368421,MINM,12,4.8,Dansk,750,Master i it interaktionsdesign og multimedier (inm),MINM,4.0
"[{'room': '4A16', 'day': 'Onsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '4A16, GameLab', 'day': 'Onsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",4.91,Basic Graphic Design - group 2,Forår 2012,30,['Ian Wisler-Poulsen'],30,0.39285714285714285,KDDK,15,4.91,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.73
"[{'room': 'Aud 4', 'day': 'Mandag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': 'Aud 4', 'day': 'Mandag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",3.33,Cloud Computing,Forår 2012,25,['Muhammad Ali Babar'],70,0.15789473684210525,MSOK,15,4.67,Engelsk,750,Master i it softwarekonstruktion (sok),MSOK,4.33
"[{'room': '2A20', 'day': 'Mandag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': '2A20', 'day': 'Mandag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",3.0,Concept Development and Interactive Digital Media,Forår 2012,20,['Villads Keiding'],25,0.3333333333333333,MINM,12,4.67,Dansk,750,Master i it interaktionsdesign og multimedier (inm),MINM,2.67
"[{'room': '4A14', 'day': 'Onsdag', 'time_slot': '14.00-15.50', 'type': 'Forelæsning'}, {'room': '4A56', 'day': 'Onsdag', 'time_slot': '16.00-17.50', 'type': 'Øvelser'}]",5.17,Data Mining,Forår 2012,30,"['Georgios Yannakakis', 'Julian Togelius', 'Héctor Pérez Martínez']",35,0.21428571428571427,KGAMES,12,5.5,Engelsk,750,cand.it. spil (games),KGAMES,4.67
"[{'room': 'Aud 3', 'day': 'Mandag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '3A50, 3A52', 'day': 'Mandag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",4.0,Database Use and Design,Forår 2012,50,['Anne Mette Hass'],60,0.36,BGBI,12,4.33,Engelsk,750,Bachelor i global virksomhedsinformatik (bgbi),BGBI,3.35
"[{'room': 'DesignLab', 'day': 'Torsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'DesignLab', 'day': 'Torsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",5.0,Designing Digital Play,Forår 2012,20,['Phillip Prager'],27,0.42857142857142855,BDMD,12,4.5,Engelsk,750,Bachelor i digitale medier og design (bdmd),BDMD,3.55
"[{'room': '4A22', 'day': 'Tirsdag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': '4A22', 'day': 'Tirsdag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}]",5.38,Digital Culture and Society,Forår 2012,25,['Stine Gotved'],25,0.4,KDDK,12,5.38,Dansk,1500,cand.it. digital design og kommunikation (ddk),KDDK,3.29
"[{'room': '2A20', 'day': 'Tirsdag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': 'GameLab', 'day': 'Tirsdag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}, {'room': '4A22', 'day': 'Fredag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': 'GameLab', 'day': 'Fredag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}]",4.9,Digital Game Theory,Forår 2012,30,['Gordon Calleja'],35,0.625,KGAMES,12,4.8,Engelsk,1500,cand.it. spil (games),KGAMES,3.4
"[{'room': 'Aud 3', 'day': 'Tirsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': '4A16, 4A20, 4A22', 'day': 'Tirsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",4.91,Digital Media Culture,Forår 2012,76,"['Irina Shklovski', 'Sander Andreas Schwartz']",90,0.45454545454545453,BDMD,70,4.63,Dansk,750,Bachelor i digitale medier og design (bdmd),BDMD,3.29
"[{'room': 'Aud 2', 'day': 'Onsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'Aud 2, 4A54, 4A56, 4A58', 'day': 'Onsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",4.32,Digital Rhetorics,Forår 2012,65,['Torill Mortensen'],85,0.3953488372093023,KDDK,12,4.38,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,4.09
"[{'room': 'DesignLab', 'day': 'Tirsdag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': 'DesignLab', 'day': 'Tirsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'DesignLab', 'day': 'Tirsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",4.0,Digtal Aesthetics: Theory and Practice,Forår 2012,10,"['Kjell Yngve Petersen', 'Hanne-Louise Johannesen']",35,0.35294117647058826,KDDK,4,3.17,Dansk,1500,cand.it. digital design og kommunikation (ddk),KDDK,3.36
"[{'room': 'DesignLab', 'day': 'Tirsdag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': '4A54, 4A56, 4A58', 'day': 'Tirsdag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",4.13,Dynamic Web Design,Forår 2012,25,['Tess Gaston Løvgreen'],70,0.3488372093023256,MINM,12,4.6,Dansk,750,Master i it interaktionsdesign og multimedier (inm),MINM,3.0
"[{'room': '2A54', 'day': 'Onsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': '2A54', 'day': 'Onsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",5.67,E-Business and Understanding Business,Forår 2012,40,['Ulrik Vilhelm Falktoft'],60,0.15789473684210525,BDMD,20,5.33,Engelsk,750,Bachelor i digitale medier og design (bdmd),BDMD,3.67
"[{'room': '4A16', 'day': 'Mandag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '4A56, 4A58', 'day': 'Mandag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",3.91,Experimental Design and Analysis,Forår 2012,15,['Klaus Svarre Christensen'],30,0.55,KDDK,12,4.18,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.91
"[{'room': '2A14', 'day': 'Fredag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': '2A14', 'day': 'Fredag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}]",3.75,Foundations of Computing - Algorithms and Data Structures,Forår 2012,35,['Jesper Larsson'],50,0.3404255319148936,KSDT,12,4.56,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.81
"[{'room': '3A12/14', 'day': 'Tirsdag', 'time_slot': '14.00-15.50', 'type': 'Forelæsning'}, {'room': '3A12/14', 'day': 'Onsdag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",4.92,Foundations of Computing - Discrete Mathematics,Forår 2012,45,['Marco Carbone'],90,0.3157894736842105,KSDT,12,4.33,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.3
"[{'room': '3A18', 'day': 'Tirsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': '3A18', 'day': 'Tirsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",5.62,From Concept Art to In-Game Graphics,Forår 2012,20,['Anders Antoft'],25,0.5416666666666666,KGAMES,12,5.15,Engelsk,750,cand.it. spil (games),KGAMES,3.08
"[{'room': '3A12/14', 'day': 'Mandag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': 'GameLab and 4E wing GameLab', 'day': 'Mandag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}, {'room': '3A12/14', 'day': 'Fredag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'GameLab and 4E wing GameLab', 'day': 'Fredag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",3.93,Game Development,Forår 2012,35,"['Mark Nelson', 'Alessandro Canossa']",75,0.5471698113207547,KGAMES,12,4.9,Engelsk,1500,cand.it. spil (games),KGAMES,4.29
"[{'room': 'Aud 3', 'day': 'Torsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'Aud 3', 'day': 'Torsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",5.72,Global Project Management,Forår 2012,50,['Lars Rune Christensen'],60,0.36,BGBI,12,5.44,Engelsk,750,Bachelor i global virksomhedsinformatik (bgbi),BGBI,4.22
"[{'room': '3A12/14', 'day': 'Mandag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': '3A12/14', 'day': 'Mandag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",4.8,Innovation and Entrepreneurship,Forår 2012,60,['Elisabeth Broe Christensen'],60,0.26785714285714285,BDMD,12,4.8,Dansk,750,Bachelor i digitale medier og design (bdmd),BDMD,3.21
"[{'room': '2A12', 'day': 'Onsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'DesignLab', 'day': 'Onsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}, {'room': 'Aud 2', 'day': 'Fredag', 'time_slot': '08.00-09.50', 'type': 'Øvelser'}, {'room': 'DesignLab', 'day': 'Fredag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}]",4.94,Interaction Design,Forår 2012,65,"['Dag Svanæs', 'Clint Heyer', 'Aaron Russell Mullane']",70,0.515625,KDDK,12,4.94,Engelsk,1500,cand.it. digital design og kommunikation (ddk),KDDK,4.22
"[{'room': 'GameLab', 'day': 'Onsdag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': 'GameLab', 'day': 'Onsdag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",4.33,Interactive Multimedia,Forår 2012,36,['Benny Robert Jørgensen'],40,0.17647058823529413,MINM,12,3.33,Engelsk,750,Master i it interaktionsdesign og multimedier (inm),MINM,4.67
"[{'room': 'GameLab', 'day': 'Onsdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'GameLab', 'day': 'Onsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}]",5.33,Interactive Multimedia,Forår 2012,36,['Søren Vibjerg'],40,0.391304347826087,KDDK,12,4.11,Dansk,750,cand.it. digital design og kommunikation (ddk),KDDK,3.11
"[{'room': 'Aud 2', 'day': 'Tirsdag', 'time_slot': '17.00-18.50', 'type': 'Forelæsning'}, {'room': 'Aud 2', 'day': 'Tirsdag', 'time_slot': '19.00-20.50', 'type': 'Øvelser'}]",5.21,Interactive Web Services with Java and XML,Forår 2012,50,"['Claus Brabrand', 'Thomas Nielsen']",100,0.37254901960784315,MSOK,0,5.0,Engelsk,750,Master i it softwarekonstruktion (sok),MSOK,3.53
"[{'room': '4A54, 4A56', 'day': 'Mandag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}, {'room': 'Aud 3', 'day': 'Mandag', 'time_slot': '14.00-15.50', 'type': 'Forelæsning'}]",5.11,Introduction to Database Design,Forår 2012,20,['Rasmus Ejlers Møgelberg'],70,0.3392857142857143,KSDT,12,5.16,Engelsk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,3.39
"[{'room': '2A50 and 4A14 (with own computers)', 'day': 'Tirsdag', 'time_slot': '12.00-13.50', 'type': 'Øvelser'}, {'room': '2A50 and 4A14 (with own computers)', 'day': 'Tirsdag', 'time_slot': '14.00-15.50', 'type': 'Øvelser'}, {'room': '4A14', 'day': 'Onsdag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '4A14', 'day': 'Onsdag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}]",5.17,Introduction to Graphics and Image Analysis (formerly Multimedia Technology),Forår 2012,30,['Dan Witzner Hansen'],45,0.375,KSDT,12,4.58,Dansk,750,cand.it. softwareudvikling og -teknologi (sdt),KSDT,4.75
"[{'room': '2A54', 'day': 'Fredag', 'time_slot': '08.00-09.50', 'type': 'Forelæsning'}, {'room': '2A50, 3A50', 'day': 'Fredag', 'time_slot': '10.00-11.50', 'type': 'Øvelser'}]",5.3,Introduction to Programming,Forår 2012,30,"['Diako Mardanbeigi', 'Jarmo Laaksolahti']",60,0.22727272727272727,BDMD,12,4.3,Engelsk,750,Bachelor i digitale medier og design (bdmd),BDMD,3.1
"[{'room': 'GameLab', 'day': 'Lørdag', 'time_slot': '10.00-11.50', 'type': 'Forelæsning'}, {'room': 'GameLab', 'day': 'Lørdag', 'time_slot': '12.00-13.50', 'type': 'Forelæsning'}, {'room': 'GameLab', 'day': 'Lørdag', 'time_slot': '14.00-15.50', 'type': 'Forelæsning'}, {'room': 'GameLab', 'day': 'Lørdag', 'time_slot': '16.00-17.50', 'type': 'Øvelser'}]",5.0,Introductory Programming,Forår 2012,25,['Andrea Corradini'],60,0.26666666666666666,MSOK,12,5.17,Engelsk,750,Master i it softwarekonstruktion (sok),MSOK,4.0
